Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
2.01,Very Good,E,VVS2,VG,G,GIA,37121,2021-10-22
1.09,Very Good,G,SI1,VG,VG,GIA,5420,2021-10-23
1.09,Very Good,G,VVS2,G,G,GIA,7878,2021-10-24
0.77,Signature-Ideal,H,VS2,ID,ID,AGSL,3332,2021-10-25
2.18,Very Good,H,VVS2,EX,ID,AGSL,26001,2021-10-26
1.51,Ideal,H,VS1,ID,ID,AGSL,12071,2021-10-27
0.91,Very Good,E,SI1,EX,EX,GIA,4914,2021-10-28
2.31,Ideal,I,IF,EX,EX,GIA,24817,2021-10-29
0.9,Very Good,D,SI1,EX,VG,GIA,4447,2021-10-30
1.0,Very Good,D,SI1,VG,G,GIA,5320,2021-10-31
0.76,Ideal,E,VS2,EX,EX,GIA,4039,2021-11-01
1.01,Good,E,SI1,VG,VG,GIA,5251,2021-11-02
1.2,Good,H,SI1,VG,G,GIA,5989,2021-11-03
1.06,Ideal,G,VS2,EX,EX,GIA,6809,2021-11-04
2.07,Ideal,F,VVS2,VG,EX,GIA,36676,2021-11-05
0.9,Very Good,G,VS2,G,G,GIA,4177,2021-11-06
1.14,Good,F,SI1,VG,VG,GIA,5986,2021-11-07
2.2,Ideal,H,VS2,EX,EX,GIA,22724,2021-11-08
1.13,Ideal,I,VS1,ID,ID,AGSL,5813,2021-11-09
1.2,Good,I,SI1,VG,VG,GIA,5211,2021-11-10
1.03,Good,G,SI1,VG,VG,GIA,4976,2021-11-11
2.53,Good,E,VS2,EX,VG,GIA,37848,2021-11-12
1.07,Ideal,H,SI1,EX,VG,GIA,5065,2021-11-13
2.14,Ideal,F,VS2,EX,EX,GIA,30962,2021-11-14
1.19,Ideal,I,IF,ID,ID,AGSL,7207,2021-11-15
1.52,Very Good,H,VS1,VG,VG,GIA,11162,2021-11-16
1.65,Very Good,H,VS1,VG,VG,GIA,12686,2021-11-17
2.51,Very Good,I,VS1,EX,VG,GIA,22225,2021-11-18
1.03,Very Good,H,SI1,G,VG,GIA,4516,2021-11-19
1.12,Very Good,D,IF,EX,VG,GIA,17285,2021-11-20
2.0,Very Good,H,VS2,EX,VG,GIA,19995,2021-11-21
1.03,Good,I,VS2,VG,VG,GIA,4819,2021-11-22
1.01,Ideal,G,VS2,EX,EX,GIA,6734,2021-11-23
1.13,Signature-Ideal,E,SI1,EX,EX,GIA,7877,2021-11-24
0.93,Good,I,VS2,G,G,GIA,3946,2021-11-25
1.11,Ideal,G,VVS2,EX,EX,GIA,8970,2021-11-26
0.9,Very Good,F,VS2,VG,EX,GIA,4617,2021-11-27
1.17,Very Good,F,VS2,VG,VG,GIA,8144,2021-11-28
1.03,Signature-Ideal,G,VS1,ID,ID,AGSL,7880,2021-11-29
1.08,Ideal,H,SI1,VG,VG,GIA,4922,2021-11-30
0.84,Ideal,D,VVS1,EX,EX,GIA,6847,2021-12-01
2.0,Very Good,I,SI1,EX,EX,GIA,15053,2021-12-02
1.55,Very Good,G,VVS2,EX,EX,GIA,15930,2021-12-03
1.51,Very Good,E,VS2,EX,EX,GIA,13830,2021-12-04
1.45,Ideal,I,VS1,EX,EX,GIA,8718,2021-12-05
1.42,Signature-Ideal,D,VS1,ID,ID,AGSL,16618,2021-12-06
0.91,Very Good,G,VS1,VG,G,GIA,4381,2021-12-07
2.12,Ideal,G,VVS2,VG,EX,GIA,29314,2021-12-08
1.21,Ideal,G,VS1,VG,VG,GIA,9075,2021-12-09
1.02,Fair,F,SI1,VG,VG,GIA,4782,2021-12-10
2.0,Ideal,D,VVS1,EX,EX,GIA,47879,2021-12-11
1.2,Very Good,H,VS1,VG,EX,GIA,7239,2021-12-12
2.19,Very Good,G,VS1,VG,VG,GIA,30869,2021-12-13
1.19,Ideal,G,VVS2,ID,ID,AGSL,9403,2021-12-14
1.21,Ideal,E,SI1,VG,EX,GIA,7088,2021-12-15
1.07,Ideal,G,VVS2,EX,EX,GIA,8491,2021-12-16
1.06,Very Good,F,SI1,G,VG,GIA,4721,2021-12-17
0.86,Ideal,E,SI1,EX,EX,GIA,3997,2021-12-18
1.51,Good,E,SI1,EX,G,GIA,11487,2021-12-19
1.52,Very Good,F,SI1,G,VG,GIA,11794,2021-12-20
1.13,Ideal,E,VS2,EX,EX,GIA,8430,2021-12-21
2.0,Very Good,E,VS2,EX,VG,GIA,26058,2021-12-22
1.26,Signature-Ideal,H,SI1,ID,ID,AGSL,8110,2021-12-23
0.83,Ideal,F,VS2,VG,VG,GIA,3625,2021-12-24
1.0,Ideal,D,SI1,EX,EX,GIA,5804,2021-12-25
0.96,Ideal,D,VS1,VG,EX,GIA,6948,2021-12-26
2.0,Very Good,G,VS2,VG,G,GIA,25532,2021-12-27
1.01,Very Good,G,VVS2,VG,VG,GIA,6975,2021-12-28
1.21,Very Good,I,SI1,G,G,GIA,5346,2021-12-29
1.72,Ideal,H,SI1,EX,EX,GIA,12865,2021-12-30
1.17,Ideal,G,VVS1,ID,ID,AGSL,9799,2021-12-31
2.28,Ideal,G,VS2,EX,EX,GIA,33041,2022-01-01
2.02,Ideal,F,SI1,EX,EX,GIA,21602,2022-01-02
1.51,Very Good,F,SI1,VG,G,GIA,9150,2022-01-03
1.02,Fair,E,SI1,EX,EX,AGSL,5209,2022-01-04
1.03,Ideal,E,VVS2,VG,VG,GIA,9854,2022-01-05
1.51,Very Good,F,VS1,VG,VG,GIA,15353,2022-01-06
1.7,Good,I,SI1,G,VG,GIA,9523,2022-01-07
1.71,Ideal,H,VVS1,EX,EX,GIA,16548,2022-01-08
0.9,Good,E,SI1,VG,VG,GIA,3945,2022-01-09
1.0,Very Good,F,SI1,EX,EX,GIA,5521,2022-01-10
1.38,Ideal,I,VS1,EX,EX,GIA,7721,2022-01-11
0.82,Ideal,F,SI1,EX,VG,GIA,3439,2022-01-12
2.41,Ideal,I,VS2,VG,VG,GIA,19971,2022-01-13
0.77,Good,I,SI1,EX,VG,GIA,2241,2022-01-14
0.93,Ideal,E,SI1,VG,VG,GIA,4583,2022-01-15
0.8,Ideal,F,VS1,EX,EX,GIA,4362,2022-01-16
1.0,Good,H,VS1,VG,VG,GIA,5110,2022-01-17
1.56,Ideal,G,VS1,ID,ID,AGSL,14502,2022-01-18
1.02,Ideal,D,SI1,EX,EX,GIA,6040,2022-01-19
2.01,Very Good,F,SI1,VG,G,GIA,19570,2022-01-20
1.74,Ideal,D,VS2,EX,EX,GIA,20892,2022-01-21
1.01,Fair,G,SI1,VG,G,GIA,4905,2022-01-22
1.03,Ideal,I,VS2,EX,EX,GIA,5378,2022-01-23
0.82,Good,F,VS2,EX,VG,AGSL,3363,2022-01-24
0.93,Ideal,E,VS2,EX,VG,GIA,5411,2022-01-25
1.16,Ideal,H,VS2,EX,EX,GIA,6673,2022-01-26
1.01,Fair,G,SI1,VG,VG,GIA,4417,2022-01-27
1.0,Very Good,F,IF,VG,EX,GIA,9248,2022-01-28
0.91,Very Good,H,VS1,VG,VG,GIA,4370,2022-01-29
1.6,Ideal,H,IF,ID,ID,AGSL,15134,2022-01-30
1.01,Good,F,VS2,VG,VG,GIA,6346,2022-01-31
1.04,Ideal,D,VS2,VG,VG,GIA,7632,2022-02-01
0.77,Ideal,I,VVS2,EX,EX,GIA,2824,2022-02-02
1.04,Signature-Ideal,D,VS1,EX,EX,GIA,10709,2022-02-03
2.02,Very Good,F,VS2,EX,EX,GIA,27542,2022-02-04
2.01,Ideal,H,VS1,EX,EX,GIA,23897,2022-02-05
1.11,Ideal,I,SI1,EX,EX,GIA,5329,2022-02-06
1.52,Ideal,H,VS2,ID,ID,AGSL,11313,2022-02-07
1.12,Ideal,H,SI1,VG,EX,GIA,5624,2022-02-08
1.5,Very Good,D,SI1,VG,VG,GIA,11352,2022-02-09
1.5,Very Good,I,VS2,VG,VG,GIA,9236,2022-02-10
1.01,Good,E,SI1,G,G,GIA,5020,2022-02-11
1.02,Good,I,SI1,G,VG,GIA,4105,2022-02-12
1.01,Very Good,I,SI1,EX,EX,GIA,4681,2022-02-13
2.01,Very Good,I,SI1,EX,EX,GIA,15745,2022-02-14
2.02,Ideal,E,VS1,VG,VG,GIA,36081,2022-02-15
1.08,Very Good,G,VS1,VG,VG,GIA,6892,2022-02-16
0.9,Very Good,H,VS2,VG,VG,GIA,4149,2022-02-17
1.51,Very Good,G,VS2,EX,VG,GIA,11041,2022-02-18
0.91,Very Good,I,VS2,G,G,GIA,3645,2022-02-19
2.07,Ideal,F,SI1,EX,EX,GIA,20594,2022-02-20
2.41,Very Good,F,IF,EX,EX,GIA,54256,2022-02-21
0.99,Very Good,G,SI1,VG,G,GIA,4495,2022-02-22
1.11,Ideal,G,SI1,VG,EX,GIA,5591,2022-02-23
2.01,Very Good,F,IF,EX,EX,GIA,45456,2022-02-24
2.01,Very Good,D,VS2,EX,EX,GIA,29860,2022-02-25
1.7,Very Good,G,VS1,VG,G,GIA,16076,2022-02-26
1.09,Ideal,F,VVS2,EX,EX,GIA,10246,2022-02-27
2.29,Ideal,G,VVS2,VG,EX,GIA,31230,2022-02-28
0.86,Fair,G,VS1,VG,VG,AGSL,3756,2022-03-01
2.35,Signature-Ideal,H,SI1,ID,ID,AGSL,24988,2022-03-02
1.32,Ideal,G,VS1,ID,ID,AGSL,10298,2022-03-03
0.9,Fair,D,SI1,VG,G,GIA,4252,2022-03-04
1.57,Very Good,H,SI1,EX,VG,GIA,12392,2022-03-05
1.54,Very Good,E,VS2,VG,G,GIA,13893,2022-03-06
1.5,Very Good,D,IF,VG,G,GIA,28381,2022-03-07
1.06,Ideal,G,VS2,EX,EX,GIA,6660,2022-03-08
1.54,Ideal,F,VS2,EX,EX,GIA,17029,2022-03-09
2.02,Ideal,I,SI1,ID,ID,AGSL,15974,2022-03-10
2.29,Ideal,D,VS1,VG,VG,GIA,40644,2022-03-11
2.0,Very Good,H,VS1,EX,EX,GIA,21829,2022-03-12
1.51,Very Good,H,VS2,EX,VG,GIA,10950,2022-03-13
2.02,Ideal,F,VS1,VG,VG,GIA,32232,2022-03-14
1.55,Ideal,F,VVS2,EX,EX,GIA,16088,2022-03-15
1.53,Very Good,G,VVS2,EX,EX,GIA,15466,2022-03-16
0.9,Ideal,H,VS2,VG,VG,GIA,4178,2022-03-17
1.59,Ideal,H,VVS2,ID,ID,AGSL,12971,2022-03-18
2.79,Ideal,D,VVS2,EX,EX,GIA,77033,2022-03-19
1.3,Ideal,G,VVS2,VG,VG,GIA,11853,2022-03-20
1.01,Good,I,SI1,VG,G,GIA,4069,2022-03-21
1.07,Ideal,D,VS2,EX,EX,GIA,8202,2022-03-22
1.61,Signature-Ideal,H,VS2,ID,ID,AGSL,13873,2022-03-23
1.76,Ideal,G,SI1,EX,EX,GIA,10896,2022-03-24
2.05,Ideal,H,VS1,VG,VG,GIA,21630,2022-03-25
1.13,Signature-Ideal,G,VS2,EX,EX,GIA,8257,2022-03-26
2.11,Ideal,H,VS2,VG,VG,GIA,20911,2022-03-27
1.02,Ideal,H,SI1,VG,VG,GIA,4746,2022-03-28
2.23,Very Good,D,VVS2,VG,VG,GIA,51127,2022-03-29
1.01,Very Good,I,SI1,VG,VG,GIA,4207,2022-03-30
0.91,Very Good,I,VS2,G,VG,GIA,4008,2022-03-31
1.01,Good,I,SI1,EX,EX,AGSL,4331,2022-04-01
1.01,Fair,H,VS2,VG,VG,GIA,4030,2022-04-02
1.01,Very Good,H,SI1,EX,EX,GIA,5433,2022-04-03
0.92,Ideal,G,VS2,VG,VG,GIA,5070,2022-04-04
0.79,Ideal,G,VS1,ID,ID,AGSL,3561,2022-04-05
1.09,Very Good,F,SI1,VG,G,GIA,5570,2022-04-06
1.26,Very Good,F,VS1,VG,G,GIA,10284,2022-04-07
2.54,Ideal,H,VS1,EX,EX,GIA,31706,2022-04-08
1.05,Ideal,H,VS2,VG,VG,GIA,6224,2022-04-09
1.01,Very Good,I,SI1,G,G,GIA,4065,2022-04-10
1.15,Ideal,G,VVS1,EX,EX,GIA,10265,2022-04-11
1.58,Ideal,I,VVS1,ID,ID,AGSL,11526,2022-04-12
1.63,Ideal,D,SI1,EX,EX,GIA,13625,2022-04-13
1.04,Signature-Ideal,F,VVS2,EX,EX,GIA,10804,2022-04-14
1.24,Good,H,VS2,G,G,GIA,7210,2022-04-15
1.12,Signature-Ideal,E,VVS1,ID,ID,AGSL,14696,2022-04-16
0.91,Very Good,F,VS2,G,G,GIA,4849,2022-04-17
2.02,Ideal,G,VS2,EX,EX,GIA,27068,2022-04-18
0.91,Fair,E,SI1,G,VG,GIA,4132,2022-04-19
2.45,Very Good,F,VS1,VG,G,GIA,40939,2022-04-20
1.63,Ideal,I,VS2,EX,EX,GIA,10401,2022-04-21
1.12,Ideal,F,VS2,VG,VG,GIA,7715,2022-04-22
1.2,Ideal,H,VS2,VG,VG,GIA,7229,2022-04-23
1.16,Ideal,G,SI1,EX,VG,GIA,6408,2022-04-24
0.79,Very Good,G,SI1,EX,VG,GIA,2793,2022-04-25
1.0,Good,I,VS1,VG,VG,GIA,4624,2022-04-26
1.34,Very Good,I,VS2,EX,EX,AGSL,6884,2022-04-27
2.27,Very Good,G,VS1,VG,EX,GIA,29883,2022-04-28
0.81,Ideal,G,VS2,VG,VG,GIA,3650,2022-04-29
1.57,Very Good,I,VS2,VG,EX,GIA,9688,2022-04-30
1.32,Ideal,I,VS2,EX,VG,GIA,7059,2022-05-01
2.02,Ideal,G,VS1,VG,EX,GIA,26970,2022-05-02
2.06,Ideal,I,VS1,EX,EX,GIA,19530,2022-05-03
1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079,2022-05-04
1.05,Ideal,E,VVS2,EX,EX,GIA,10162,2022-05-05
1.25,Very Good,F,VS2,VG,VG,GIA,9377,2022-05-06
1.05,Very Good,I,VS2,EX,EX,GIA,4895,2022-05-07
1.54,Very Good,G,IF,VG,VG,GIA,15444,2022-05-08
1.0,Good,E,VS1,EX,EX,GIA,7556,2022-05-09
1.19,Signature-Ideal,I,VVS2,ID,ID,AGSL,7678,2022-05-10
2.03,Ideal,G,SI1,VG,EX,GIA,20192,2022-05-11
1.57,Very Good,F,SI1,VG,EX,GIA,11998,2022-05-12
2.57,Ideal,G,VVS2,EX,EX,GIA,43103,2022-05-13
1.21,Very Good,H,SI1,EX,EX,GIA,6892,2022-05-14
2.18,Very Good,G,SI1,G,VG,GIA,19659,2022-05-15
2.61,Very Good,F,VS2,VG,VG,GIA,39909,2022-05-16
1.01,Very Good,D,VS2,EX,VG,GIA,7422,2022-05-17
2.06,Signature-Ideal,I,IF,ID,ID,AGSL,25354,2022-05-18
1.11,Very Good,F,VS1,EX,EX,GIA,8528,2022-05-19
1.05,Ideal,G,VS1,EX,EX,GIA,7572,2022-05-20
1.06,Ideal,G,VS2,VG,VG,GIA,6597,2022-05-21
1.0,Good,F,SI1,EX,EX,GIA,4759,2022-05-22
0.9,Good,E,SI1,VG,G,GIA,3575,2022-05-23
0.82,Ideal,F,SI1,EX,EX,GIA,3518,2022-05-24
1.27,Very Good,I,SI1,VG,G,GIA,6559,2022-05-25
1.37,Signature-Ideal,D,VS1,ID,ID,AGSL,15821,2022-05-26
2.01,Good,G,SI1,EX,EX,GIA,21398,2022-05-27
1.01,Very Good,D,SI1,EX,EX,GIA,5621,2022-05-28
2.01,Very Good,G,VS1,EX,EX,GIA,23156,2022-05-29
1.0,Very Good,I,VS1,EX,EX,GIA,5557,2022-05-30
1.62,Signature-Ideal,D,FL,EX,EX,GIA,43344,2022-05-31
2.01,Very Good,G,IF,VG,VG,GIA,33173,2022-06-01
1.2,Ideal,G,VS1,VG,VG,GIA,8391,2022-06-02
1.5,Ideal,F,VS2,VG,G,GIA,14426,2022-06-03
1.28,Very Good,H,VS1,EX,VG,GIA,8645,2022-06-04
1.0,Good,I,SI1,VG,G,GIA,4149,2022-06-05
1.04,Ideal,H,SI1,VG,VG,GIA,5759,2022-06-06
1.01,Good,D,VS2,EX,EX,GIA,6998,2022-06-07
0.79,Signature-Ideal,H,SI1,ID,ID,AGSL,3167,2022-06-08
0.95,Ideal,H,SI1,EX,EX,GIA,4508,2022-06-09
0.91,Very Good,E,VS1,EX,EX,GIA,5530,2022-06-10
0.91,Very Good,D,SI1,EX,VG,GIA,4561,2022-06-11
1.19,Ideal,G,IF,EX,EX,GIA,10733,2022-06-12
1.51,Very Good,I,VS2,VG,VG,GIA,9178,2022-06-13
1.05,Very Good,G,SI1,ID,ID,AGSL,5480,2022-06-14
1.08,Ideal,G,VS2,EX,EX,GIA,7187,2022-06-15
1.65,Very Good,F,SI1,VG,VG,GIA,11117,2022-06-16
1.27,Ideal,G,VVS2,EX,EX,GIA,10558,2022-06-17
1.31,Ideal,F,VS2,EX,EX,GIA,10960,2022-06-18
2.45,Very Good,H,VS2,G,VG,GIA,27810,2022-06-19
2.31,Very Good,H,SI1,VG,VG,GIA,19512,2022-06-20
0.95,Ideal,F,VS2,EX,EX,GIA,7191,2022-06-21
1.09,Signature-Ideal,E,VS1,ID,ID,AGSL,10369,2022-06-22
0.9,Very Good,G,SI1,VG,VG,GIA,3649,2022-06-23
0.9,Good,F,SI1,VG,G,GIA,3896,2022-06-24
1.0,Very Good,F,VVS2,EX,G,GIA,8055,2022-06-25
1.1,Ideal,F,VS1,EX,VG,GIA,7056,2022-06-26
1.11,Very Good,F,VVS1,VG,G,GIA,10069,2022-06-27
1.1,Signature-Ideal,D,VS2,EX,EX,GIA,10350,2022-06-28
2.26,Very Good,G,SI1,G,VG,GIA,19691,2022-06-29
1.21,Ideal,F,VVS2,VG,EX,GIA,11307,2022-06-30
0.76,Ideal,E,VS2,VG,VG,GIA,3497,2022-07-01
2.01,Ideal,G,VS2,EX,EX,GIA,26991,2022-07-02
1.04,Good,G,VS2,G,VG,GIA,5706,2022-07-03
2.0,Very Good,H,VS1,VG,EX,GIA,24584,2022-07-04
1.07,Very Good,G,SI1,VG,VG,GIA,5322,2022-07-05
2.4,Ideal,E,VS2,EX,EX,GIA,37354,2022-07-06
1.0,Very Good,G,VVS1,EX,EX,GIA,8115,2022-07-07
2.0,Very Good,F,VS1,VG,VG,GIA,27887,2022-07-08
2.51,Very Good,E,VVS2,VG,EX,GIA,52786,2022-07-09
2.16,Ideal,F,VS2,EX,EX,GIA,30601,2022-07-10
1.03,Good,H,SI1,VG,VG,GIA,4705,2022-07-11
1.02,Ideal,G,VS2,EX,EX,GIA,6591,2022-07-12
1.05,Good,D,VS2,VG,G,GIA,7289,2022-07-13
1.01,Very Good,G,VS2,EX,VG,GIA,6167,2022-07-14
1.32,Signature-Ideal,G,VVS2,ID,ID,AGSL,13261,2022-07-15
0.9,Good,I,VVS1,VG,VG,GIA,3741,2022-07-16
1.0,Very Good,E,SI1,EX,G,GIA,5113,2022-07-17
0.81,Good,H,SI1,G,VG,GIA,2599,2022-07-18
2.49,Very Good,F,VS1,EX,VG,GIA,43319,2022-07-19
2.01,Ideal,E,VS2,VG,VG,GIA,27377,2022-07-20
0.75,Ideal,E,VS2,VG,VG,GIA,3263,2022-07-21
1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529,2022-07-22
0.9,Very Good,D,SI1,VG,VG,GIA,4466,2022-07-23
1.01,Ideal,G,VVS2,EX,EX,GIA,8662,2022-07-24
1.5,Very Good,G,VS1,VG,VG,GIA,13379,2022-07-25
1.22,Very Good,G,VS1,EX,VG,GIA,8633,2022-07-26
1.22,Very Good,E,VS2,EX,EX,GIA,9475,2022-07-27
0.9,Very Good,E,SI1,VG,VG,GIA,4054,2022-07-28
0.9,Fair,D,VS2,VG,VG,GIA,4277,2022-07-29
1.09,Good,D,IF,VG,G,GIA,15795,2022-07-30
2.02,Good,F,VS2,EX,VG,GIA,27643,2022-07-31
1.01,Very Good,E,VS2,VG,VG,GIA,6265,2022-08-01
1.07,Ideal,F,SI1,EX,EX,GIA,5909,2022-08-02
2.2,Ideal,I,VVS2,ID,ID,AGSL,21918,2022-08-03
1.01,Ideal,F,VS1,ID,ID,AGSL,7539,2022-08-04
1.62,Ideal,G,SI1,VG,EX,GIA,12295,2022-08-05
2.01,Very Good,H,VS2,VG,VG,GIA,19591,2022-08-06
2.06,Very Good,E,VS2,EX,EX,GIA,29297,2022-08-07
1.59,Very Good,I,VS2,VG,EX,AGSL,10309,2022-08-08
0.9,Good,G,VS1,EX,VG,GIA,4108,2022-08-09
2.01,Very Good,D,VVS2,VG,VG,GIA,45492,2022-08-10
2.16,Very Good,G,SI1,EX,EX,AGSL,21186,2022-08-11
2.16,Ideal,G,VS2,EX,EX,GIA,28969,2022-08-12
1.2,Very Good,D,SI1,EX,VG,GIA,7191,2022-08-13
2.03,Very Good,F,SI1,EX,EX,GIA,22592,2022-08-14
2.01,Good,G,SI1,EX,VG,GIA,18625,2022-08-15
1.02,Very Good,F,SI1,EX,EX,GIA,5701,2022-08-16
1.04,Signature-Ideal,F,VS2,EX,EX,GIA,8415,2022-08-17
1.28,Ideal,G,IF,ID,ID,AGSL,11784,2022-08-18
1.05,Very Good,F,VVS2,VG,VG,GIA,9472,2022-08-19
2.46,Very Good,I,SI1,VG,VG,GIA,19425,2022-08-20
1.19,Very Good,F,VVS2,VG,EX,GIA,10895,2022-08-21
1.01,Good,D,VS1,VG,G,GIA,7303,2022-08-22
1.21,Very Good,H,VS2,VG,EX,GIA,7113,2022-08-23
1.04,Ideal,D,VS2,VG,G,GIA,7074,2022-08-24
1.01,Good,D,SI1,VG,VG,GIA,5380,2022-08-25
2.02,Very Good,F,IF,VG,G,GIA,43002,2022-08-26
1.04,Ideal,F,VS2,VG,VG,GIA,7035,2022-08-27
1.04,Very Good,D,SI1,EX,VG,GIA,5557,2022-08-28
2.44,Ideal,I,VS2,EX,EX,GIA,23455,2022-08-29
1.02,Fair,D,SI1,VG,EX,AGSL,5662,2022-08-30
0.78,Ideal,H,VS1,EX,VG,GIA,3052,2022-08-31
0.81,Ideal,H,SI1,EX,EX,GIA,2951,2022-09-01
1.62,Ideal,E,VVS2,EX,EX,GIA,18328,2022-09-02
1.06,Very Good,H,VS2,VG,VG,GIA,5415,2022-09-03
1.24,Ideal,G,VS2,VG,EX,GIA,9188,2022-09-04
0.9,Very Good,I,SI1,G,G,GIA,3271,2022-09-05
1.21,Very Good,H,VS2,VG,VG,GIA,6745,2022-09-06
0.91,Very Good,G,VS1,VG,VG,GIA,4623,2022-09-07
1.03,Ideal,I,SI1,EX,EX,GIA,4434,2022-09-08
1.0,Very Good,H,SI1,VG,VG,GIA,4830,2022-09-09
1.29,Ideal,D,VS2,VG,VG,GIA,11059,2022-09-10
1.26,Very Good,I,SI1,G,G,GIA,6318,2022-09-11
1.01,Very Good,F,IF,VG,VG,GIA,9287,2022-09-12
0.9,Very Good,F,SI1,VG,VG,GIA,4004,2022-09-13
0.79,Good,F,SI1,VG,VG,GIA,2756,2022-09-14
1.07,Ideal,H,VS2,VG,EX,GIA,5889,2022-09-15
1.0,Ideal,G,VVS1,EX,EX,GIA,8747,2022-09-16
1.0,Good,G,SI1,G,G,GIA,4139,2022-09-17
2.4,Very Good,G,VS1,EX,EX,GIA,34982,2022-09-18
1.01,Very Good,D,VS2,EX,VG,GIA,6794,2022-09-19
1.12,Signature-Ideal,H,SI1,ID,ID,AGSL,6962,2022-09-20
1.21,Very Good,H,SI1,G,VG,GIA,6075,2022-09-21
2.06,Ideal,F,VS2,VG,VG,GIA,25825,2022-09-22
1.5,Good,I,VS2,EX,VG,GIA,8780,2022-09-23
1.11,Ideal,G,VS1,ID,ID,AGSL,7905,2022-09-24
2.49,Very Good,E,VS2,G,EX,GIA,32239,2022-09-25
0.91,Very Good,D,VS2,VG,EX,GIA,4850,2022-09-26
0.78,Very Good,F,VS1,EX,ID,AGSL,3744,2022-09-27
1.41,Very Good,H,SI1,EX,VG,GIA,8463,2022-09-28
1.2,Very Good,I,SI1,G,VG,GIA,5476,2022-09-29
2.29,Ideal,F,SI1,VG,EX,GIA,25107,2022-09-30
2.01,Ideal,H,VS1,EX,EX,GIA,21966,2022-10-01
0.99,Good,D,VS2,G,VG,GIA,5799,2022-10-02
1.22,Ideal,G,VS2,EX,EX,GIA,7783,2022-10-03
0.91,Good,F,SI1,VG,VG,GIA,4067,2022-10-04
0.9,Fair,I,VS1,VG,G,GIA,3340,2022-10-05
1.56,Signature-Ideal,F,VS1,EX,EX,GIA,18490,2022-10-06
1.52,Very Good,G,VS1,VG,G,GIA,12665,2022-10-07
0.9,Very Good,F,SI1,VG,VG,GIA,3950,2022-10-08
1.0,Good,D,VS2,VG,G,GIA,7204,2022-10-09
2.01,Very Good,D,VS2,VG,VG,GIA,28425,2022-10-10
0.9,Very Good,G,SI1,VG,VG,GIA,3919,2022-10-11
0.86,Ideal,G,VS1,EX,VG,GIA,5161,2022-10-12
1.51,Very Good,I,SI1,VG,G,GIA,8856,2022-10-13
0.81,Signature-Ideal,I,VS2,EX,EX,GIA,3355,2022-10-14
2.01,Very Good,F,SI1,VG,VG,GIA,21635,2022-10-15
1.58,Ideal,I,VVS1,ID,ID,AGSL,11435,2022-10-16
1.01,Very Good,G,VS2,EX,VG,GIA,6105,2022-10-17
1.02,Very Good,G,VS2,VG,VG,GIA,6906,2022-10-18
1.55,Ideal,D,VS2,EX,EX,GIA,15887,2022-10-19
1.55,Ideal,H,VS1,EX,EX,GIA,13665,2022-10-20
1.22,Ideal,F,VS2,VG,EX,GIA,9568,2022-10-21
1.03,Very Good,H,VS1,G,VG,GIA,5789,2022-10-22
1.5,Very Good,G,VS1,EX,G,GIA,11844,2022-10-23
2.03,Ideal,H,VS2,EX,EX,GIA,21462,2022-10-24
2.13,Very Good,F,SI1,VG,VG,GIA,21457,2022-10-25
0.77,Very Good,H,VS1,EX,VG,GIA,3036,2022-10-26
1.5,Ideal,I,SI1,EX,EX,GIA,9926,2022-10-27
0.9,Good,F,SI1,G,VG,GIA,3733,2022-10-28
1.16,Ideal,G,VS2,EX,VG,GIA,8061,2022-10-29
1.02,Very Good,G,SI1,G,EX,GIA,4951,2022-10-30
1.76,Ideal,G,VS2,EX,VG,GIA,16513,2022-10-31
1.06,Good,I,VS1,EX,G,AGSL,5293,2022-11-01
0.9,Good,I,SI1,VG,G,GIA,3034,2022-11-02
2.13,Very Good,D,VS2,VG,G,GIA,31025,2022-11-03
1.0,Good,I,SI1,VG,VG,GIA,3836,2022-11-04
1.54,Very Good,I,SI1,VG,VG,GIA,8811,2022-11-05
1.05,Ideal,I,VVS2,ID,ID,AGSL,5352,2022-11-06
1.54,Ideal,G,IF,VG,VG,GIA,16861,2022-11-07
0.83,Ideal,E,SI1,G,EX,GIA,3235,2022-11-08
1.18,Very Good,D,IF,VG,G,GIA,19242,2022-11-09
1.05,Very Good,H,SI1,VG,VG,GIA,5095,2022-11-10
1.21,Ideal,F,VS1,VG,EX,GIA,9746,2022-11-11
0.9,Very Good,D,SI1,EX,EX,GIA,4523,2022-11-12
1.02,Very Good,I,VS1,EX,VG,GIA,4872,2022-11-13
0.92,Very Good,D,SI1,VG,VG,GIA,4507,2022-11-14
0.76,Ideal,D,SI1,EX,EX,GIA,3732,2022-11-15
1.0,Ideal,G,VS1,VG,EX,GIA,7114,2022-11-16
1.52,Good,I,SI1,G,G,GIA,8400,2022-11-17
0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3108,2022-11-18
1.01,Ideal,I,SI1,ID,ID,AGSL,4432,2022-11-19
2.58,Ideal,F,VS2,EX,EX,GIA,39821,2022-11-20
0.97,Ideal,H,VVS1,EX,EX,GIA,6801,2022-11-21
0.78,Very Good,I,VVS2,ID,ID,AGSL,2816,2022-11-22
1.58,Ideal,G,VVS2,VG,VG,GIA,17321,2022-11-23
2.28,Ideal,G,VVS2,EX,EX,GIA,34522,2022-11-24
